Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acidovorax sp. JS42,232721,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,153,0.00942304,0.106461
Acidovorax sp. KKS102,358220,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,228,0.0140422,0.158648
Acidovorax sp. RAC01,1842533,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,156,0.00960781,0.108549
Acidovorax sp. T1,1858609,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,167,0.0102853,0.116203
Acinetobacter baumannii,470,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,11,0.000677474,0.00765409
Acinetobacter haemolyticus,29430,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,2,0.000123177,0.00139165
Acinetobacter indicus,756892,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,9,0.000554297,0.00626244
Acinetobacter johnsonii,40214,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,3,0.000184766,0.00208748
Acinetobacter lwoffii,28090,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,3,0.000184766,0.00208748
Acinetobacter pittii,48296,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,4,0.000246354,0.00278331
Acinetobacter radioresistens,40216,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,3,0.000184766,0.00208748
Acinetobacter schindleri,108981,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,1,6.15885e-05,0.000695826
Acinetobacter sp. NEB 394,2743575,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,1,6.15885e-05,0.000695826
Acinetobacter sp. NEB149,2725684,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,3,0.000184766,0.00208748
Acinetobacter sp. WCHA55,2004646,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,1,6.15885e-05,0.000695826
Acinetobacter wuhouensis,1879050,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,1,6.15885e-05,0.000695826
Actinomadura sp. WMMB 499,1219491,Bacteria;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura,2,0.000123177,0.00139165
Actinomyces howellii,52771,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,3,0.000184766,0.00208748
Actinomyces naeslundii,1655,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,5,0.000307943,0.00347913
Actinomyces oris,544580,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,2,0.000123177,0.00139165
Actinomyces slackii,52774,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,1,6.15885e-05,0.000695826
Actinomyces sp. ZJ750,2744574,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,1,6.15885e-05,0.000695826
Actinomyces sp. oral taxon 414,712122,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,1,6.15885e-05,0.000695826
Actinomyces sp. zg-332,2708340,Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces,27,0.00166289,0.0187873
Actinoplanes sp. N902-109,649831,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes,2,0.000123177,0.00139165
Actinoplanes sp. OR16,946334,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes,4,0.000246354,0.00278331
Actinoplanes sp. SE50,2033844,Bacteria;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes,5,0.000307943,0.00347913
Actinosynnema pretiosum,42197,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema,7,0.00043112,0.00487079
Advenella kashmirensis,310575,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella,5,0.000307943,0.00347913
Aerococcus sanguinicola,119206,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus,1,6.15885e-05,0.000695826
Aeromicrobium sp. A1-2,2107713,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Aeromicrobium,1,6.15885e-05,0.000695826
Aeromicrobium yanjiei,2662028,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Aeromicrobium,1,6.15885e-05,0.000695826
Aeromonas allosaccharophila,656,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,1,6.15885e-05,0.000695826
Aeromonas caviae,648,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,63,0.00388008,0.0438371
Aeromonas dhakensis,196024,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,2,0.000123177,0.00139165
Aeromonas encheleia,73010,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,4,0.000246354,0.00278331
Aeromonas hydrophila,644,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,89,0.00548138,0.0619286
Aeromonas jandaei,650,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,10,0.000615885,0.00695826
Aeromonas media,651,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,40,0.00246354,0.0278331
Aeromonas rivipollensis,948519,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,4,0.000246354,0.00278331
Aeromonas salmonicida,645,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,19,0.00117018,0.0132207
Aeromonas simiae,218936,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,2,0.000123177,0.00139165
Aeromonas sp. ASNIH1,1636606,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,4,0.000246354,0.00278331
Aeromonas sp. ASNIH2,1636607,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,1,6.15885e-05,0.000695826
Aeromonas sp. ASNIH3,1636608,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,3,0.000184766,0.00208748
Aeromonas sp. ASNIH7,1920107,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,4,0.000246354,0.00278331
Aeromonas veronii,654,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,41,0.00252513,0.0285289
Aerosticca soli,2010829,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aerosticca,4,0.000246354,0.00278331
Afipia carboxidovorans,40137,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Afipia,4,0.000246354,0.00278331
Agrobacterium fabacearum,1183401,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium,1,6.15885e-05,0.000695826
Agrobacterium fabrum,1176649,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium,22,0.00135495,0.0153082
Agrobacterium rhizogenes,359,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium,10,0.000615885,0.00695826
Agrobacterium tumefaciens,358,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium,25,0.00153971,0.0173957
Agrobacterium vitis,373,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium,7,0.00043112,0.00487079
Akkermansia muciniphila,239935,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia,27,0.00166289,0.0187873
Alcaligenes faecalis,511,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes,85,0.00523502,0.0591452
Alcaligenes sp. SORT26,2813780,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes,7,0.00043112,0.00487079
Alcanivorax dieselolei,285091,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,4,0.000246354,0.00278331
Alcanivorax pacificus,1306787,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,2,0.000123177,0.00139165
Alcanivorax sp. NBRC 101098,1113728,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,4,0.000246354,0.00278331
Alcanivorax xenomutans,1094342,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,7,0.00043112,0.00487079
Algicoccus marinus,2163011,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Algicoccus,3,0.000184766,0.00208748
Alicycliphilus denitrificans,179636,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus,675,0.0415723,0.469683
Aliivibrio salmonicida,40269,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,1,6.15885e-05,0.000695826
Alkalilimnicola ehrlichii,351052,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalilimnicola,5,0.000307943,0.00347913
Allochromatium vinosum,1049,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,2,0.000123177,0.00139165
Altererythrobacter sp. B11,2060312,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter,4,0.000246354,0.00278331
Alternaria alternata,5599,Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria,2,0.000123177,0.00139165
Alteromonas macleodii,28108,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,2,0.000123177,0.00139165
Alteromonas mediterranea,314275,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,6,0.000369531,0.00417496
Aminobacter aminovorans,83263,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter,1,6.15885e-05,0.000695826
Aminobacter sp. MSH1,374606,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter,1,6.15885e-05,0.000695826
Amycolatopsis japonica,208439,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis,5,0.000307943,0.00347913
Amycolatopsis mediterranei,33910,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis,7,0.00043112,0.00487079
Amycolatopsis sp. FDAARGOS 1241,2778070,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis,3,0.000184766,0.00208748
Anabaena cylindrica,1165,Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Anabaena,1,6.15885e-05,0.000695826
Anaerococcus prevotii,33034,Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus,2,0.000123177,0.00139165
Anaerocolumna cellulosilytica,433286,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna,1,6.15885e-05,0.000695826
Anaeromyxobacter dehalogenans,161493,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter,1,6.15885e-05,0.000695826
Anaeromyxobacter sp. K,447217,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter,1,6.15885e-05,0.000695826
Ancylobacter sp. TS-1,1850374,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Ancylobacter,1,6.15885e-05,0.000695826
Anoxybacillus caldiproteolyticus,247480,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus,6,0.000369531,0.00417496
Anoxybacillus sp. B7M1,1490057,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus,1,6.15885e-05,0.000695826
Antarcticibacterium arcticum,2585771,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Antarcticibacterium,1,6.15885e-05,0.000695826
Antarctobacter heliothermus,74033,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarctobacter,4,0.000246354,0.00278331
Aquabacterium olei,1296669,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;Aquabacterium,81,0.00498867,0.0563619
Aquaspirillum sp. LM1,1938604,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquaspirillum,17,0.001047,0.011829
Aquisalimonas sp. 2447,2740807,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Aquisalimonas,2,0.000123177,0.00139165
Aquitalea aquatilis,1537400,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea,22,0.00135495,0.0153082
Aquitalea denitrificans,519081,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea,10,0.000615885,0.00695826
Aquitalea magnusonii,332411,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea,13,0.000800651,0.00904574
Aquitalea sp. USM4,1590041,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea,13,0.000800651,0.00904574
Arachnia propionica,1750,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia,5,0.000307943,0.00347913
Archangium violaceum,83451,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium,2,0.000123177,0.00139165
Aromatoleum aromaticum,551760,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum,10,0.000615885,0.00695826
Aromatoleum bremense,76115,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum,2,0.000123177,0.00139165
Aromatoleum petrolei,76116,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum,9,0.000554297,0.00626244
Arthrobacter crystallopoietes,37928,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter,6,0.000369531,0.00417496
Arthrobacter dokdonellae,2211210,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter,1,6.15885e-05,0.000695826
Arthrobacter sp. ERGS1:01,1704044,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter,2,0.000123177,0.00139165
Arthrobacter sp. PAMC25564,2565366,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter,2,0.000123177,0.00139165
Arthrobacter sp. QXT-31,1357915,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter,1,6.15885e-05,0.000695826
Aspergillus clavatus,5057,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,659,0.0405868,0.45855
Aspergillus fischeri,36630,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,1149,0.0707652,0.799505
Aspergillus fumigatus,746128,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,1,6.15885e-05,0.000695826
Aspergillus luchuensis,1069201,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,8,0.000492708,0.00556661
Aspergillus puulaauensis,1220207,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,6,0.000369531,0.00417496
Aspergillus tubingensis,5068,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus,2,0.000123177,0.00139165
Asticcacaulis excentricus,78587,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis,1,6.15885e-05,0.000695826
Aurantiacibacter atlanticus,1648404,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter,3,0.000184766,0.00208748
Aurantiacibacter gangjinensis,502682,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter,2,0.000123177,0.00139165
Aureimonas populi,1701758,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas,3,0.000184766,0.00208748
Aureimonas sp. LMG 31693,2758041,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas,7,0.00043112,0.00487079
Aureimonas sp. OT7,2816454,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas,3,0.000184766,0.00208748
Azoarcus communis,41977,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,47,0.00289466,0.0327038
Azoarcus olearius,418699,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,52,0.0032026,0.036183
Azoarcus pumilus,2067960,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,3,0.000184766,0.00208748
Azoarcus sp. CIB,198107,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,14,0.000862239,0.00974157
Azoarcus sp. DD4,2027405,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,20,0.00123177,0.0139165
Azoarcus sp. DN11,356837,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,14,0.000862239,0.00974157
Azoarcus sp. KH32C,748247,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,4,0.000246354,0.00278331
Azoarcus sp. M9-3-2,2016596,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus,13,0.000800651,0.00904574
Azospira oryzae,146939,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira,16,0.000985416,0.0111332
Azospira restricta,404405,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira,5,0.000307943,0.00347913
Azospira sp. I09,1765049,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira,12,0.000739062,0.00834992
Azospirillum brasilense,192,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum,31,0.00190924,0.0215706
Azospirillum lipoferum,193,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum,22,0.00135495,0.0153082
Azospirillum oryzae,286727,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum,7,0.00043112,0.00487079
Azospirillum thermophilum,2202148,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum,5,0.000307943,0.00347913
Azotobacter chroococcum,353,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,13,0.000800651,0.00904574
Azotobacter salinestris,69964,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,9,0.000554297,0.00626244
Azotobacter vinelandii,354,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,10,0.000615885,0.00695826
Bacillus anthracis,1392,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,4,0.000246354,0.00278331
Bacillus cereus,1396,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,2,0.000123177,0.00139165
Bacillus cytotoxicus,580165,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,6,0.000369531,0.00417496
Bacillus haynesii,1925021,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,2,0.000123177,0.00139165
Bacillus mycoides,1405,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,1,6.15885e-05,0.000695826
Bacillus paranthracis,2026186,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,2,0.000123177,0.00139165
Bacillus subtilis,1423,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,16,0.000985416,0.0111332
Bacillus velezensis,492670,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,1,6.15885e-05,0.000695826
Bacteroides ovatus,28116,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,8,0.000492708,0.00556661
Barnesiella viscericola,397865,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella,1,6.15885e-05,0.000695826
Bathymodiolus thermophilus thioautotrophic gill symbiont,2360,Bacteria;Proteobacteria;Gammaproteobacteria;;;,5,0.000307943,0.00347913
Bdellovibrio sp. KM01,2748865,Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio,4,0.000246354,0.00278331
Bifidobacterium adolescentis,1680,Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,3,0.000184766,0.00208748
